,id,user_id,phone_no,country,ratings,number_of_reviews,number_of_customers,years_of_experience,type_of_consultant,date_of_birth,approved,first_name,last_name,lat,long
55,56,2,9999999999,FRN,2.5,86,86,6,Education,2021-03-26,False,Owen,TORRES,-21.12950047,4.665330677
56,57,2,9999999999,SWZ,3.0,45,45,6,Doctor,2021-03-26,False,Evelyn,PARKER,21.39559441,37.48268458
57,58,2,9999999999,SPN,3.25,23,23,1,Education,2021-03-26,False,Avery,COLLINS,-30.71241822,12.61880615
58,59,2,9999999999,POR,3.0,92,92,4,Doctor,2021-03-26,False,Caleb,EDWARDS,1.684311616,44.52760822
59,60,2,9999999999,BAV,3.25,47,47,3,Career,2021-03-26,False,Nathan,STEWART,-13.4345628,0.39008758600000004
60,61,2,9999999999,GMY,4.0,70,70,0,Doctor,2021-03-26,False,Ryan,FLORES,23.07630662,22.02806118
61,62,2,9999999999,BAD,3.75,67,67,5,Career,2021-03-26,False,Jack,MORRIS,-14.901422,21.76213083
62,63,2,9999999999,SAX,4.0,41,41,4,Doctor,2021-03-26,False,Hunter,NGUYEN,-10.3296338,-34.48442269
63,64,2,9999999999,WRT,3.0,22,22,15,Career,2021-03-26,False,Levi,MURPHY,-38.62926245,39.47425076
64,65,2,9999999999,HSE,3.0,21,21,25,Doctor,2021-03-26,False,Christian,RIVERA,41.19088874,37.87683672
65,66,2,9999999999,HSG,2.75,24,24,11,Career,2021-03-26,False,Jaxon,COOK,14.69264507,-5.68215838
66,67,2,9999999999,AUH,3.5,71,71,5,Education,2021-03-26,False,Julian,ROGERS,3.1337703360000004,-3.485222805
67,68,2,9999999999,ITA,3.0,17,17,3,Career,2021-03-26,False,Landon,MORGAN,-17.12819508,37.58258774
68,69,2,9999999999,PAP,3.75,71,71,0,Doctor,2021-03-26,False,Chloe,PETERSON,22.74784084,39.23001663
69,70,2,9999999999,SIC,3.0,51,51,0,Education,2021-03-26,False,Ella,COOPER,9.305611703,43.01987577
70,71,2,9999999999,TUS,2.75,78,78,6,Lawyer,2021-03-26,False,Grayson,REED,12.49426394,-6.774714982000001
71,72,2,9999999999,RUS,2.75,91,91,4,Lawyer,2021-03-26,False,Grace,BAILEY,-9.249124294,-3.849789393
72,73,2,9999999999,SWD,3.0,97,97,1,Doctor,2021-03-26,False,Jonathan,BELL,-20.14529534,11.37652971
73,74,2,9999999999,DEN,3.25,5,5,19,Doctor,2021-03-26,False,Victoria,GOMEZ,-22.23330013,8.933304129
74,75,2,9999999999,TUR,3.5,77,77,3,Career,2021-03-26,False,Isaiah,KELLY,-30.86293171,11.71814197
75,76,2,9999999999,USA,3.0,47,47,25,Lawyer,2021-03-26,False,Aubrey,HOWARD,3.0652001460000005,8.908661466
76,77,2,9999999999,UKG,3.25,49,49,17,Career,2021-03-26,False,Charles,WARD,-13.80194812,-20.73153743
77,78,2,9999999999,NTH,3.25,75,75,4,Doctor,2021-03-26,False,Thomas,COX,-2.197685893,-25.26468698
78,79,2,9999999999,FRN,3.25,56,56,6,Lawyer,2021-03-26,False,Aaron,DIAZ,11.29986952,0.23716294899999998
79,80,2,9999999999,SWZ,3.25,48,48,4,Lawyer,2021-03-26,False,Scarlett,RICHARDSON,-12.79456729,44.65438873
80,81,2,9999999999,SPN,3.5,2,2,1,Lawyer,2021-03-26,False,Eli,WOOD,37.57854701,17.66092322
81,82,2,9999999999,POR,3.75,76,76,0,Education,2021-03-26,False,Zoey,WATSON,48.45294949,-11.42274086
82,83,2,9999999999,BAV,4.0,22,22,1,Doctor,2021-03-26,False,Connor,BROOKS,28.63194986,-12.59072972
83,84,2,9999999999,GMY,4.0,54,54,3,Education,2021-03-26,False,Jeremiah,BENNETT,7.351155267999999,7.7224894310000005
84,85,2,9999999999,BAD,5.0,48,48,0,Career,2021-03-26,False,Cameron,GRAY,-39.393626899999994,8.568445308
85,86,2,9999999999,SAX,3.0,80,80,14,Career,2021-03-26,False,Addison,JAMES,-16.74980779,18.18827641
86,87,2,9999999999,WRT,3.0,83,83,6,Lawyer,2021-03-26,False,Lily,REYES,-35.31725939,-5.794695658999999
87,88,2,9999999999,HSE,3.5,50,50,11,Lawyer,2021-03-26,False,Josiah,CRUZ,-13.37136302,27.10849472
88,89,2,9999999999,HSG,3.75,98,98,5,Education,2021-03-26,False,Lillian,HUGHES,2.537179329,43.77965444
89,90,2,9999999999,AUH,4.0,11,11,2,Doctor,2021-03-26,False,Adrian,PRICE,-35.79326515,-10.3309455
90,91,2,9999999999,ITA,3.5,73,73,7,Career,2021-03-26,False,Natalie,MYERS,-13.90556427,2.439306193
91,92,2,9999999999,PAP,3.5,43,43,1,Lawyer,2021-03-26,False,Hannah,LONG,42.09138776,-35.4808164
92,93,2,9999999999,SIC,5.0,84,84,16,Career,2021-03-26,False,Aria,FOSTER,-22.81606965,-22.66133399
93,94,2,9999999999,TUS,4.0,33,33,14,Education,2021-03-26,False,Layla,SANDERS,-18.42572012,-3.5072599739999997
94,95,2,9999999999,RUS,3.25,36,36,2,Career,2021-03-26,False,Colton,ROSS,-0.448196744,3.335261656
95,96,2,9999999999,SWD,2.75,21,21,5,Education,2021-03-26,False,Brooklyn,MORALES,-0.037524708999999996,-30.57001717
96,97,2,9999999999,DEN,3.75,53,53,10,Doctor,2021-03-26,False,Jordan,POWELL,27.81276541,46.11141018
97,98,2,9999999999,TUR,3.75,24,24,6,Career,2021-03-26,False,Brayden,SULLIVAN,16.00133207,30.96689898
98,99,2,9999999999,USA,4.0,25,25,5,Education,2021-03-26,False,Nicholas,RUSSELL,44.4630717,14.85712839
99,100,2,9999999999,UKG,3.0,71,71,3,Career,2021-03-26,False,Robert,ORTIZ,-12.80123984,38.59998675
100,101,2,9999999999,NTH,3.5,61,61,2,Doctor,2021-03-26,False,Angel,JENKINS,33.57662701,-7.448872079
101,102,2,9999999999,FRN,3.0,21,21,3,Career,2021-03-26,False,Alexa,GUTIERREZ,27.27735156,-14.33497076
102,103,2,9999999999,SWZ,2.5,85,85,0,Doctor,2021-03-26,False,Hudson,PERRY,-27.0949545,2.441502068
103,104,2,9999999999,SPN,2.75,61,61,5,Lawyer,2021-03-26,False,Zoe,BUTLER,-7.095403791,-23.56745086
104,105,2,9999999999,POR,3.0,82,82,0,Doctor,2021-03-26,False,Lincoln,BARNES,-18.96517568,47.66584567
105,106,2,9999999999,BAV,3.5,90,90,3,Lawyer,2021-03-26,False,Penelope,FISHER,-41.93542785,-10.06695035
106,107,2,9999999999,GMY,3.75,75,75,20,Lawyer,2021-03-26,False,Evan,HENDERSON,10.94038332,18.82499052
107,108,2,9999999999,BAD,3.5,85,85,5,Lawyer,2021-03-26,False,Dominic,COLEMAN,-3.565416902,2.824142339
108,109,2,9999999999,SAX,3.25,28,28,5,Doctor,2021-03-26,False,Austin,SIMMONS,7.258996828,-4.67323265
109,110,2,9999999999,WRT,3.25,75,75,0,Education,2021-03-26,False,Gavin,PATTERSON,1.008217564,-0.634496035
110,111,2,9999999999,HSE,3.5,58,58,7,Education,2021-03-26,False,Nolan,JORDAN,-27.60915131,-0.481841633
111,112,2,9999999999,HSG,3.75,7,7,5,Education,2021-03-26,False,Riley,REYNOLDS,-8.743546065,17.35393811
112,113,2,9999999999,AUH,3.5,33,33,0,Doctor,2021-03-26,False,Leah,HAMILTON,7.328242185,-1.821515135
113,114,2,9999999999,ITA,4.0,27,27,2,Career,2021-03-26,False,Audrey,GRAHAM,-14.51023521,-21.40488011
114,115,2,9999999999,PAP,4.0,96,96,7,Lawyer,2021-03-26,False,Savannah,KIM,-6.770049437000001,27.71829961
115,116,2,9999999999,SIC,3.75,65,65,6,Career,2021-03-26,False,Parker,GONZALES,-11.86613968,39.47413336
116,117,2,9999999999,TUS,3.25,66,66,11,Lawyer,2021-03-26,False,Adam,ALEXANDER,12.84284784,-47.46823766
117,118,2,9999999999,RUS,3.25,7,7,3,Career,2021-03-26,False,Chase,RAMOS,9.679645241000001,3.598344431
118,119,2,9999999999,SWD,3.5,99,99,18,Lawyer,2021-03-26,False,Allison,WALLACE,-5.035529467,47.34831341
119,120,2,9999999999,DEN,3.5,39,39,1,Education,2021-03-26,False,Jace,GRIFFIN,0.7876382470000001,8.595440026
120,121,2,9999999999,TUR,3.75,29,29,0,Lawyer,2021-03-26,False,Samantha,WEST,-26.82395586,1.3968049980000001
121,122,2,9999999999,USA,3.5,97,97,10,Lawyer,2021-03-26,False,Nora,COLE,39.4050002,-7.0608802079999995
122,123,2,9999999999,UKG,3.75,46,46,4,Education,2021-03-26,False,Ian,HAYES,21.42019587,-19.47547038
123,124,2,9999999999,NTH,4.0,74,74,0,Lawyer,2021-03-26,False,Skylar,CHAVEZ,-25.18953142,-22.18785447
124,125,2,9999999999,FRN,2.75,86,86,0,Doctor,2021-03-26,False,Camila,GIBSON,-4.701435849,-25.33463798
125,126,2,9999999999,SWZ,3.25,46,46,6,Lawyer,2021-03-26,False,Cooper,BRYANT,29.31441883,-32.52730815
126,127,2,9999999999,SPN,3.5,56,56,1,Career,2021-03-26,False,Easton,ELLIS,-14.56992661,5.787216567000001
127,128,2,9999999999,POR,3.25,75,75,5,Lawyer,2021-03-26,False,Kevin,STEVENS,37.85389363,10.03238544
128,129,2,9999999999,BAV,3.75,79,79,1,Doctor,2021-03-26,False,Jose,MURRAY,1.582409041,-20.01480692
129,130,2,9999999999,GMY,4.0,26,26,1,Education,2021-03-26,False,Tyler,FORD,4.648240252,-2.483154979
130,131,2,9999999999,BAD,2.75,51,51,2,Lawyer,2021-03-26,False,Anna,MARSHALL,-21.59874037,1.162586428
131,132,2,9999999999,SAX,1.75,98,98,21,Career,2021-03-26,False,Brandon,OWENS,7.8852839889999995,23.6455725
132,133,2,9999999999,WRT,3.75,43,43,1,Lawyer,2021-03-26,False,Asher,MCDONALD,31.880336,-5.652893892000001
133,134,2,9999999999,HSE,3.25,12,12,4,Lawyer,2021-03-26,False,Paisley,HARRISON,-43.18737009,3.654701972
134,135,2,9999999999,HSG,3.25,54,54,24,Doctor,2021-03-26,False,Jaxson,RUIZ,-3.646866101,1.288283592
135,136,2,9999999999,AUH,3.5,65,65,6,Career,2021-03-26,False,Mateo,KENNEDY,-0.702503599,-2.94746788
136,137,2,9999999999,ITA,2.5,80,80,24,Education,2021-03-26,False,Jason,WELLS,-4.038658204,-23.07717267
137,138,2,9999999999,PAP,2.75,30,30,1,Career,2021-03-26,False,Ariana,ALVAREZ,-20.0904621,21.01650626
138,139,2,9999999999,SIC,1.75,39,39,2,Career,2021-03-26,False,Ayden,WOODS,-34.86158753,-15.27189746
139,140,2,9999999999,TUS,3.0,39,39,4,Career,2021-03-26,False,Ellie,MENDOZA,-0.9883396870000001,16.21288188
140,141,2,9999999999,RUS,3.0,43,43,2,Lawyer,2021-03-26,False,Aaliyah,CASTILLO,15.20233857,2.8200216869999997
141,142,2,9999999999,SWD,3.25,51,51,6,Career,2021-03-26,False,Zachary,OLSON,-7.750156464,36.51776364
142,143,2,9999999999,DEN,3.75,32,32,6,Career,2021-03-26,False,Claire,WEBB,42.4163638,19.93892749
143,144,2,9999999999,TUR,2.75,40,40,15,Doctor,2021-03-26,False,Violet,WASHINGTON,6.878237448999999,-4.166277002
144,145,2,9999999999,USA,3.75,67,67,6,Career,2021-03-26,False,Stella,TUCKER,24.54632455,-17.70337606
145,146,2,9999999999,BRA,3.75,65,65,6,Career,2021-03-26,False,Sadie,FREEMAN,-3.045277942,10.51026221
146,147,2,9999999999,UKG,3.75,8,8,21,Lawyer,2021-03-26,False,Carson,BURNS,11.87511955,-20.13383822
147,148,2,9999999999,NTH,3.75,11,11,1,Lawyer,2021-03-26,False,Mila,HENRY,-39.28416370000001,21.16398115
148,149,2,9999999999,FRN,2.5,6,6,5,Education,2021-03-26,False,Xavier,VASQUEZ,19.96322141,4.532968104
149,150,2,9999999999,SWZ,3.0,17,17,2,Lawyer,2021-03-26,False,Gabriella,SNYDER,-3.6908593689999996,3.0811356880000003
150,151,2,9999999999,SPN,3.25,97,97,0,Career,2021-03-26,False,Leo,SIMPSON,-11.76165033,-4.201642293
151,152,2,9999999999,POR,3.5,54,54,4,Lawyer,2021-03-26,False,Lucy,CRAWFORD,-20.51464335,-1.400464229
152,153,2,9999999999,BAV,3.0,89,89,5,Doctor,2021-03-26,False,Arianna,JIMENEZ,-35.5124891,3.2254638160000004
153,154,2,9999999999,GMY,2.5,83,83,5,Lawyer,2021-03-26,False,Kennedy,PORTER,9.291696137,-5.515514757
154,155,2,9999999999,BAD,2.5,47,47,6,Education,2021-03-26,False,Sarah,MASON,-20.19152056,6.466057132
155,156,2,9999999999,SAX,2.75,32,32,1,Doctor,2021-03-26,False,Madelyn,SHAW,0.259965819,1.299165514
156,157,2,9999999999,WRT,3.5,69,69,5,Education,2021-03-26,False,Eleanor,GORDON,47.92157844,-26.52679924
157,158,2,9999999999,HSE,3.5,80,80,15,Career,2021-03-26,False,Kaylee,WAGNER,5.383757305,-8.414234337
158,159,2,9999999999,HSG,4.0,22,22,6,Lawyer,2021-03-26,False,Caroline,HUNTER,14.25663943,-46.22405889
159,160,2,9999999999,AUH,3.25,50,50,5,Education,2021-03-26,False,Ezra,ROMERO,11.71143795,46.87108139
160,161,2,9999999999,ITA,3.5,0,0,5,Career,2021-03-26,False,Bentley,HICKS,0.262345577,6.194844542999999
161,162,2,9999999999,PAP,3.75,5,5,5,Doctor,2021-03-26,False,Hazel,DIXON,-3.5046052789999997,34.64921431
162,163,2,9999999999,SIC,2.75,50,50,0,Doctor,2021-03-26,False,Sawyer,HUNT,-27.23452291,0.840337951
163,164,2,9999999999,TUS,3.5,22,22,3,Doctor,2021-03-26,False,Hailey,PALMER,17.98118399,-27.93722596
164,165,2,9999999999,RUS,3.75,93,93,7,Education,2021-03-26,False,Kayden,ROBERTSON,24.21809473,4.897698918
165,166,2,9999999999,SWD,3.25,75,75,1,Doctor,2021-03-26,False,Blake,BLACK,16.11966683,-37.20472455
166,167,2,9999999999,DEN,3.0,49,49,12,Education,2021-03-26,False,Nathaniel,HOLMES,-5.691998876,9.631989496000001
167,168,2,9999999999,TUR,3.25,72,72,1,Education,2021-03-26,False,Genesis,STONE,-9.505211375,-17.09102095
168,169,2,9999999999,USA,2.75,97,97,5,Doctor,2021-03-26,False,Kylie,MEYER,17.61162234,-3.430527115
169,170,2,9999999999,BRA,2.75,21,21,6,Lawyer,2021-03-26,False,Ryder,BOYD,28.35427133,3.966469187
170,171,2,9999999999,UKG,2.75,66,66,1,Lawyer,2021-03-26,False,Theodore,MILLS,-7.8214322329999995,4.616219328
171,172,2,9999999999,NTH,2.75,75,75,4,Lawyer,2021-03-26,False,Autumn,WARREN,-38.16208254,-7.877003307000001
172,173,2,9999999999,FRN,2.75,35,35,21,Education,2021-03-26,False,Piper,FOX,37.54080632,31.79375563
173,174,2,9999999999,SWZ,2.75,78,78,7,Lawyer,2021-03-26,False,Maya,ROSE,1.3723727280000002,10.67284836
174,175,2,9999999999,SPN,2.75,20,20,0,Education,2021-03-26,False,Elias,RICE,15.20485631,-1.279661324
175,176,2,9999999999,POR,3.5,16,16,1,Education,2021-03-26,False,Nevaeh,MORENO,0.8967262970000001,-17.91044183
176,177,2,9999999999,BAV,3.5,42,42,6,Career,2021-03-26,False,Serenity,SCHMIDT,9.129805068,11.17659877
177,178,2,9999999999,GMY,3.25,67,67,6,Education,2021-03-26,False,Peyton,PATEL,-16.04985423,-6.310712121
178,179,2,9999999999,BAD,3.5,38,38,20,Career,2021-03-26,False,Tristan,FERGUSON,9.225851394,-48.26729057
179,180,2,9999999999,SAX,2.75,89,89,2,Lawyer,2021-03-26,False,Roman,NICHOLS,-15.10405526,2.746415284
180,181,2,9999999999,WRT,3.0,81,81,7,Career,2021-03-26,False,Mackenzie,HERRERA,-45.77633685,0.0
181,182,2,9999999999,HSE,3.5,5,5,2,Education,2021-03-26,False,Leonardo,MEDINA,2.817214165,15.85357087
182,183,2,9999999999,HSG,3.5,19,19,13,Doctor,2021-03-26,False,Bella,RYAN,6.081373693,38.62311501
183,184,2,9999999999,AUH,3.5,71,71,5,Doctor,2021-03-26,False,Camden,FERNANDEZ,-21.34608374,48.19816122
184,185,2,9999999999,ITA,3.5,0,0,5,Career,2021-03-26,False,Eva,WEAVER,15.40470469,16.21209088
185,186,2,9999999999,PAP,4.0,25,25,10,Doctor,2021-03-26,False,Taylor,DANIELS,6.7221762,40.72938822
186,187,2,9999999999,SIC,4.0,88,88,1,Lawyer,2021-03-26,False,Naomi,STEPHENS,12.46939082,16.54314926
187,188,2,9999999999,TUS,3.75,0,0,25,Education,2021-03-26,False,Brody,GARDNER,-44.83833059,-10.30060397
188,189,2,9999999999,RUS,2.75,70,70,6,Education,2021-03-26,False,Luis,PAYNE,-19.9788103,4.109405461000001
189,190,2,9999999999,SWD,3.0,23,23,1,Career,2021-03-26,False,Miles,KELLEY,11.00234603,17.20788695
190,191,2,9999999999,DEN,3.0,94,94,1,Career,2021-03-26,False,Micah,DUNN,-15.10965047,12.49326939
191,192,2,9999999999,TUR,3.5,12,12,1,Career,2021-03-26,False,Vincent,PIERCE,-14.492594899999999,40.43822908
192,193,2,9999999999,USA,4.0,13,13,0,Education,2021-03-26,False,Justin,ARNOLD,11.53879888,-9.699708682
193,194,2,9999999999,BRA,3.25,1,1,6,Doctor,2021-03-26,False,Aubree,TRAN,17.60523924,-15.01716112
194,195,2,9999999999,UKG,3.25,54,54,6,Education,2021-03-26,False,Aurora,SPENCER,15.42932035,-5.843567838999999
195,196,2,9999999999,NTH,3.5,5,5,6,Career,2021-03-26,False,Greyson,PETERS,25.99495636,-0.5202915920000001
196,197,2,9999999999,FRN,3.5,86,86,6,Career,2021-03-26,False,Declan,HAWKINS,5.495472653999999,26.03935818
197,198,2,9999999999,SWZ,2.5,88,88,11,Career,2021-03-26,False,Maxwell,GRANT,5.472035178,-39.10694655
198,199,2,9999999999,SPN,2.5,87,87,25,Education,2021-03-26,False,Juan,HANSEN,-24.31991355,-16.08064464
199,200,2,9999999999,POR,2.5,88,88,5,Lawyer,2021-03-26,False,Melanie,CASTRO,-34.76656694,2.657419555
200,201,2,9999999999,BAV,3.25,20,20,6,Career,2021-03-26,False,Cole,HOFFMAN,29.34420554,28.43443506
201,202,2,9999999999,GMY,3.5,36,36,5,Career,2021-03-26,False,Lydia,HART,4.7871684860000006,-11.56875214
202,203,2,9999999999,BAD,3.25,23,23,6,Doctor,2021-03-26,False,Damian,ELLIOTT,-25.93405387,-3.374707297
203,204,2,9999999999,SAX,3.75,75,75,6,Education,2021-03-26,False,Brianna,CUNNINGHAM,10.09051148,22.95350929
204,205,2,9999999999,WRT,2.75,37,37,6,Lawyer,2021-03-26,False,Ruby,KNIGHT,37.57412321,-3.995332503
205,206,2,9999999999,HSE,3.0,65,65,0,Lawyer,2021-03-26,False,Katherine,BRADLEY,15.84100409,-12.12601679
206,207,2,9999999999,HSG,3.0,24,24,6,Career,2021-03-26,False,Ashley,CARROLL,43.92888625,28.76465742
207,208,2,9999999999,AUH,3.0,36,36,0,Doctor,2021-03-26,False,Carlos,HUDSON,-31.99571284,14.556284900000001
208,209,2,9999999999,ITA,3.5,15,15,5,Education,2021-03-26,False,Max,DUNCAN,-15.95688618,-15.2287437
209,210,2,9999999999,PAP,3.25,66,66,3,Career,2021-03-26,False,Alexis,ARMSTRONG,-34.95574047,3.462647245
210,211,2,9999999999,SIC,3.5,64,64,1,Career,2021-03-26,False,Alice,BERRY,-43.35114016,3.53214988
211,212,2,9999999999,TUS,3.0,57,57,1,Education,2021-03-26,False,Cora,ANDREWS,-20.53409274,-19.78209308
212,213,2,9999999999,RUS,3.5,31,31,1,Education,2021-03-26,False,Julia,JOHNSTON,27.56487739,-28.60602195
213,214,2,9999999999,SWD,3.75,46,46,2,Lawyer,2021-03-26,False,Harrison,RAY,-14.57511589,14.88713838
214,215,2,9999999999,DEN,3.0,8,8,23,Doctor,2021-03-26,False,Madeline,LANE,-18.22680476,-5.3293124480000005
215,216,2,9999999999,TUR,2.75,15,15,2,Career,2021-03-26,False,Weston,RILEY,8.542200907,10.44835064
216,217,2,9999999999,USA,2.75,9,9,7,Education,2021-03-26,False,Faith,CARPENTER,21.44574174,0.400547069
217,218,2,9999999999,BRA,3.0,86,86,20,Career,2021-03-26,False,Brantley,PERKINS,9.14706522,-35.08078424
218,219,2,9999999999,UKG,2.75,52,52,1,Doctor,2021-03-26,False,Braxton,AGUILAR,-5.217715162,-35.99964338
219,220,2,9999999999,NTH,3.5,13,13,19,Career,2021-03-26,False,Annabelle,SILVA,-4.59941403,-3.8878001269999998
220,221,2,9999999999,FRN,2.75,99,99,6,Lawyer,2021-03-26,False,Alyssa,RICHARDS,-17.11982164,-1.4059773290000002
221,222,2,9999999999,SWZ,3.5,9,9,12,Education,2021-03-26,False,Axel,WILLIS,-3.166455356,-31.34849578
222,223,2,9999999999,SPN,2.75,86,86,1,Lawyer,2021-03-26,False,Diego,MATTHEWS,43.82459405,-23.71549098
223,224,2,9999999999,POR,3.5,91,91,3,Career,2021-03-26,False,Abel,CHAPMAN,-19.57978803,-9.639997209
